Property,Building,Floor,Space,Image,Equipment Position,Asset ID,Asset Name,Quantity,Barcode (Auto),Supplier,Manufacturer (Spec),Manufactured Date,Model Name/No (Spec),Serial Number,Capacity,Height,Width,Depth,Parent Asset ID,Parent Asset Name,In Service Date,Observation Date,Operating Environment,Asset Criticality,Asset Condition Rating,Condition Assessment Comments,Current Utilisation,Asset Service Status,Notes/Comments,Created By,Modified By,Asset Name Lookup (wip),Created
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,1,,Centre corridor ,,Emergency Exit Light (Green),1.00,0,,Clevertronics ,,Cleverfit led,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:42
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,1,,End corridor leading to rear station ,,Emergency Exit Light (Green),1.00,0,,Clevertronics ,,Cleverfit led,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:43
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,2,,,,Smoke Detector,1.00,0,,Brooks,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:48
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,2,,,,A/C Cassette,1.00,0,,Daikin ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:49
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,3,,,,Smoke Detector,1.00,0,,Brooks,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:49
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,3,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:50
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,3,,,,A/C Cassette,1.00,0,,Daikin ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:50
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Left of admin,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW - 1225 B,125298,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:53
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Left of admin,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,A90220051,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:54
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Right of admin,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW - 1225 B,125299,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:56
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Right of admin,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,A90220050,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 10:57
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Left of medical store,COT-0002,Fie Extinguisher (Powder),1.00,COT-0002,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:00
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Right of medical store ,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW - 1225 B,125300,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:01
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Right of medical store ,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,A90220021,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:02
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Left of delivery ,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW - 1225 B,125307,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:03
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Left of delivery ,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,A90220015,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:04
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Opposite Comms ,COT-0003,Fire Extinguisher (C02),1.00,COT-0003,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:05
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,,,Emergency Exit Light (Green),5.00,0,,Clevertronics ,,Cleverfit led,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:07
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,,,Thermal Heat Detector,6.00,0,,Brooks,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:08
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,,,Emergency Exit Light (Spitfire),3.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:09
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Roller door on cleaners cupboard side,,Automatic Roller Door Motor,1.00,0,,Automatic Technology Australia ,,14522 axess pro,8548,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:14
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Roller door motor on admin side,,Automatic Roller Door Motor,1.00,0,,Automatic Technology Australia ,,Axess pro 14522,8864,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:15
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Roller door on cleaners cupboard side,COT-0004,Automatic Roller Door,1.00,COT-0004,,Austral Monsoon ,,,,,3.4,8,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:17
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,4,,Roller door on admin side of plant,COT-0005,Automatic Roller Door,1.00,COT-0005,,Austral Monsoon ,,,,,3.4,8,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:18
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,5,,,,Thermal Heat Detector,1.00,0,,Brooks,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:21
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,5,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:21
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,5,,,COT-0006,TMV,1.00,COT-0006,,Australian Valve Group ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:23
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,6,,,,Emergency Exit Light (Green),1.00,0,,Clevertronics ,,Cleverfit led,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:25
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,6,,,,Smoke Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:26
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,7,,Single door to comms,,Fire Door,1.00,0,,North Eastern Door Frames ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:28
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,7,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:28
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,7,,,COT-0007,A/C Unit Split (Indoor),1.00,COT-0007,,Daikin,,FTKM71QVMA,E002472,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:30
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,8,,,,Smoke Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:32
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,9,,,,Smoke Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:34
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,9,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:35
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,9,,,,A/C Cassette,1.00,0,,Daikin ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:36
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,9,,,,Emergency Exit Light (Green),1.00,0,,Clevertronics ,,Cleverfit led,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:37
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,9,,,,A/C Centralized Controller,1.00,0,,Daikin,,DCM601A51,00804F85EA76,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:39
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,10,,,COT-0008,Fie Extinguisher (Powder),1.00,COT-0008,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:44
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,10,,,COT-0009,Fire Blanket,1.00,COT-0009,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:44
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,10,,Under sink,COT-0010,Hot water service,1.00,COT-0010,,Billi,,904060LCH Quadra 460,T 06 66 10260 LCH,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:47
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,10,,Above kitchen ,,Thermal Heat Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:47
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,10,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:48
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,10,,Above lounge ,,Smoke Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:48
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,11,,,,Emergency Exit Light (Green),1.00,0,,Clevertronics ,,Cleverfit led,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:52
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,11,,,,Smoke Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:52
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,11,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:52
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,12,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:53
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,12,,,,Thermal Heat Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:53
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,13,,,,Thermal Heat Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:55
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,14,,,,Thermal Heat Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:55
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,15,,,,Thermal Heat Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:55
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,15,,,COT-0011,TMV,1.00,COT-0011,,Australian Valve Group ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:57
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,16,,Entry to relief from corridor ,,Fire Door,1.00,0,,North Eastern Door Frames ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 11:59
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,16,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:02
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,16,,,,Thermal Heat Detector,1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:02
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,16,,,,A/C Cassette,1.00,0,,Daikin ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:02
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,16,,,,Fire Blanket,1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:04
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,16,,,COT-0013,Hot water service,1.00,COT-0013,,Billi,,904060LCH quadra 460,T 06 66 10258 LCH,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:06
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,3,,,,Emergency Exit Light (Green),1.00,0,,Clevertronics ,,Cleverfit led,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:11
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,3,,,COT-0014,Safe,1.00,COT-0014,,Guardall ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:12
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,3,,,COT-0015,EKA controller box,1.00,COT-0015,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:12
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,17,,,COT-0016,TMV,1.00,COT-0016,,Australian Valve Group ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:14
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,17,,,,Thermal Heat Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:14
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,17,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:14
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,18,,,,Smoke Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:20
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,18,,,COT-0017,RPZ,1.00,COT-0017,,Zurn,,375 RP,B348765,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:21
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,18,,,COT-0018,RPZ,1.00,COT-0018,,Zurn ,,375 RP,B346959,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:22
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,19,,,COT-0019,Main Switchboard,1.00,COT-0019,,Aussie Switchboards,1/5/2020,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:25
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,19,,,COT-0020,Solar Inverter,1.00,COT-0020,,Solar edge,,SE15K,MCG-LB-00171-A,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:30
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,19,,,,Smoke Detector,1.00,0,,Brooks ,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:30
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,19,,,,RCBO,23.00,0,,Schneider Electric ,,iC60N RCBO C20,,,,,,COT-0019,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:34
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,19,,,,RCBO,13.00,0,,Schneider electric ,,iC60N RCBO C10,,,,,,COT-0019,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 12:36
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,20,,Services area,COT-0022,Mechanical Sercives Switchboard,1.00,COT-0022,,NHP,,,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 13:51
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,20,,Services area ,,RCBO,2.00,0,,NHP,,Din-Safe DSRCBH1030A C10,,,,,,COT-0022,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 13:52
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,20,,Services area ,,RCBO,1.00,0,,NHP,,Din-Safe DSRCBH2030A C20,,,,,,COT-0022,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 13:53
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,20,,Services area ,,RCBO,5.00,0,,NHP,,Din-Safe DSRCBH1630A C16,,,,,,COT-0022,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 13:54
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,20,,Services area ,COT-0021,A/C Unit Split (Outdoor),1.00,COT-0021,,Daikin ,,RKM71QVMA,E002614,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 13:58
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,20,,Services area ,COT-0023,A/C Air Package Unit,1.00,COT-0023,,Daikin ,,REYQ12TAY1,E001402,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 13:59
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,20,,,COT-0024,Dual Pump Controller,1.00,COT-0024,,Grundfos,,CU542,,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 14:01
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,20,,Services area ,COT-0025,Hot Water Heater,1.00,COT-0025,,Rheem,21/2/2020,491315R8,6693298,315,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 14:02
Cootamundra Ambulance Station ,Cootamundra Ambulance Station ,Ground,20,,Next to front driveway,COT-0026,RPZ,1.00,COT-0026,,Febco,,860L,7718,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 14:40
Cootamundra Ambulance Station ,Cootamundra Ambulance Wash Bay,Ground,1,,,COT-0027,RPZ,1.00,COT-0027,,Zurn,,375 RP,B344073,,,,,,,,17/3/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,17/3/2022 14:42
